Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
nightmare_sequence_769e396e	narrator	Она медленно поднимает катану, готовясь к размаху, будто собираясь вырезать из моей памяти последние остатки привязанностей.	game/game-scripts/chapters/chapter_2.rpy	352	narrator "[what]"
nightmare_sequence_3fe5c393	narrator	Но вдруг снаружи, за пределами этого кошмара, гремит раскат грома.	game/game-scripts/chapters/chapter_2.rpy	352	narrator "[what]"
nightmare_sequence_1e5df93a	narrator	Фигура Оганессон вздрагивает. Улыбка исчезает с ее лица, сменяясь удивлением, а затем – явным, холодным раздражением.	game/game-scripts/chapters/chapter_2.rpy	361	narrator "[what]"
nightmare_sequence_398c30df	narrator	Она смотрит вверх, туда, откуда пришел звук, словно ее ритуал был грубо прерван.	game/game-scripts/chapters/chapter_2.rpy	361	narrator "[what]"
nightmare_sequence_3488a807	narrator	С досадой на лице, она смотрит на Неон, обращаясь лично к ней вновь.	game/game-scripts/chapters/chapter_2.rpy	361	narrator "[what]"
nightmare_sequence_f3277616	oganesson	Гроза... Сегодня звук снова победил тишину.	game/game-scripts/chapters/chapter_2.rpy	369	oganesson "[what]"
nightmare_sequence_0ea401e4	oganesson	Но мы еще не закончили, Неон. От самой себя не убежишь...	game/game-scripts/chapters/chapter_2.rpy	370	oganesson "[what]"
nightmare_sequence_792b390a	narrator	Ее фигура начинает мерцать и таять, растворяясь в тенях парковки...	game/game-scripts/chapters/chapter_2.rpy	372	narrator "[what]"
nightmare_sequence_0280aab9	narrator	А меня выбрасывает из сна, как пробку из бутылки. Вспышка синего света...	game/game-scripts/chapters/chapter_2.rpy	374	narrator "[what]"
chapter2_act3_facing_reality_2b4c4e75	narrator	Неон проснулась от собственного сдавленного крика. Раскат грома из сна все еще отдавался в ушах.	game/game-scripts/chapters/chapter_2.rpy	400	narrator "[what]"
chapter2_act3_facing_reality_42fd1021	narrator	Дождь прекратился, но все вокруг было пропитано сыростью и холодом.	game/game-scripts/chapters/chapter_2.rpy	400	narrator "[what]"
chapter2_act3_facing_reality_3d9ac180	narrator	Голова была тяжелой и пустой. Воспоминания о вчерашнем дне... они были мутными, как туман за окном. Собрание... Маркуса... Боль, ярость... А дальше?	game/game-scripts/chapters/chapter_2.rpy	400	narrator "[what]"
chapter2_act3_facing_reality_7a30ccec	narrator	Почему она здесь, в лесу, в разбитой машине? И почему на душе такое гнетущее чувство потери, будто она забыла что-то... или кого-то... жизненно важное?	game/game-scripts/chapters/chapter_2.rpy	400	narrator "[what]"
chapter2_act3_facing_reality_f6c6156b	narrator	Она выбралась из машины. Ноги затекли и не слушались.Одежда была влажной и холодной.	game/game-scripts/chapters/chapter_2.rpy	400	narrator "[what]"
chapter2_act3_facing_reality_38d2b29a	narrator	Она посмотрела на свой красный автомобиль – разбитый, грязный, бесполезный. Последний символ ее прошлой жизни.	game/game-scripts/chapters/chapter_2.rpy	400	narrator "[what]"
chapter2_act3_facing_reality_bd5ccc6e	narrator	Не оглядываясь, она пошла пешком по грязной, раскисшей дороге, в туман, в неизвестность. Она не знала, куда идет, но чувствовала, что должна двигаться."	game/game-scripts/chapters/chapter_2.rpy	400	narrator "[what]"
chapter2_act3_facing_reality_8ae480c9	narrator	Туман был густым, молочным. Он скрывал деревья, превращая лес в призрачный лабиринт. Но в нем было и своеобразное утешение.	game/game-scripts/chapters/chapter_2.rpy	417	narrator "[what]"
chapter2_act3_facing_reality_80e6ecd6	neon	(Шепотом, самой себе) В тумане... меня хотя бы не так хорошо видно...	game/game-scripts/chapters/chapter_2.rpy	418	neon "[what]"
chapter2_act3_facing_reality_66b66dd0	narrator	Она шла, и с каждым шагом туман рассеивался, а впереди стали проступать очертания строений.	game/game-scripts/chapters/chapter_2.rpy	419	narrator "[what]"
chapter2_act3_facing_reality_af9118ec	narrator	Она вышла к небольшому, сонному городку, затерянному в низменности. Здесь туман был еще плотнее.	game/game-scripts/chapters/chapter_2.rpy	424	narrator "[what]"
chapter2_act3_facing_reality_a8ed4c2a	narrator	Старые дома с черепичными крышами выглядели как призраки, их контуры едва угадывались.	game/game-scripts/chapters/chapter_2.rpy	424	narrator "[what]"
chapter2_act3_facing_reality_e7fc0946	narrator	Пахло сырой землей, дымом из печных труб и чем-то еще – прелым запахом маленького, увядающего городка. Воздух был неподвижен.	game/game-scripts/chapters/chapter_2.rpy	424	narrator "[what]"
chapter2_act3_facing_reality_8f0df7cf	narrator	Тишина нарушалась лишь далеким лаем собаки да скрипом ржавой вывески над каким-то закрытым баром.	game/game-scripts/chapters/chapter_2.rpy	424	narrator "[what]"
chapter2_act3_facing_reality_535662a9	narrator	Неон шла по главной улице, стараясь держаться в тени зданий.	game/game-scripts/chapters/chapter_2.rpy	424	narrator "[what]"
chapter2_act3_facing_reality_ce38f2ab	narrator	Люди, которые встречались ей – редкие ранние пташки, идущие на работу – казались размытыми фигурами. Они косились на нее, на ее грязную, потрепанную одежду, но туман скрадывал детали, даруя ей временную анонимность.	game/game-scripts/chapters/chapter_2.rpy	424	narrator "[what]"
chapter2_act3_facing_reality_de07a9f3	narrator	Она увидела свет в окне небольшого магазина. 'Газеты, журналы, табак'. Единственное работающее заведение на всей улице.	game/game-scripts/chapters/chapter_2.rpy	424	narrator "[what]"
chapter2_act3_facing_reality_5e7f510c	narrator	Внутри, под потолком, висел старый, пузатый телевизор, по которому шли утренние новости. Неон замерла у витрины, вглядываясь в экран. Что-то заставило ее остановиться.	game/game-scripts/chapters/chapter_2.rpy	442	narrator "[what]"
chapter2_act3_facing_reality_5629259c	"Новости"	(Голос из телевизора) ...повторяем, полиция кантона продолжает поиски доктора Неон, подозреваемой в жестоком нападении на коллегу в научном комплексе 'Гелиос'...	game/game-scripts/chapters/chapter_2.rpy	445	"Новости" "[what]"
chapter2_act3_facing_reality_eca04620	narrator	На экране появилось ее лицо – фотография из личного дела. А рядом – фоторобот.	game/game-scripts/chapters/chapter_2.rpy	446	narrator "[what]"
chapter2_act3_facing_reality_c8f70a4a	narrator	И тут же, следом, показали еще одну фотографию. Девушка со светлыми кудрявыми волосами. Алекс.	game/game-scripts/chapters/chapter_2.rpy	447	narrator "[what]"
chapter2_act3_facing_reality_3da40f89	"Новости"	...также ведутся поиски ее возможной сообщницы, Александры Вайт, сотрудницы архивного отдела, которая пропала с территории комплекса в то же время.	game/game-scripts/chapters/chapter_2.rpy	450	"Новости" "[what]"
chapter2_act3_facing_reality_daed4157	"Новости"	Последний раз ее видели, когда она... (голос диктора на мгновение запинается) ...оказывала сопротивление службе безопасности."	game/game-scripts/chapters/chapter_2.rpy	450	"Новости" "[what]"
chapter2_act3_facing_reality_f5fce5b7	narrator	Алекс. Имя ударило по ней, как разряд тока. Туман в ее голове рассеялся, и воспоминания обрушились на нее лавиной.	game/game-scripts/chapters/chapter_2.rpy	457	narrator "[what]"
chapter2_act3_facing_reality_fa68b332	narrator	Побег. Погоня. Охранники в коридоре. Отчаянный крик Алекс: 'Беги! Я их задержу!'.	game/game-scripts/chapters/chapter_2.rpy	457	narrator "[what]"
chapter2_act3_facing_reality_5ff0ab74	narrator	Она бросила ее. Она оставила свою подругу там, одну, против службы безопасности.	game/game-scripts/chapters/chapter_2.rpy	457	narrator "[what]"
chapter2_act3_facing_reality_25dd84f4	narrator	Чувство вины, которое она испытывала во сне, вернулось с удесятеренной силой, но теперь оно было реальным, осязаемым, удушающим.	game/game-scripts/chapters/chapter_2.rpy	457	narrator "[what]"
chapter2_act3_facing_reality_880c5f20	narrator	Она отшатнулась от витрины, ее дыхание перехватило. Она посмотрела на свое отражение в стекле – грязное, измученное лицо с обезумевшими глазами.	game/game-scripts/chapters/chapter_2.rpy	468	narrator "[what]"
chapter2_act3_facing_reality_e2908811	narrator	Газета на стенде рядом с дверью кричала заголовком: 'УЧЕНАЯ-БЕГЛЯНКА: ЧТО СКРЫВАЕТСЯ ЗА ЛИЦОМ ГЕНИЯ?'. И под заголовком – ее фото. Ее приговор.	game/game-scripts/chapters/chapter_2.rpy	468	narrator "[what]"
chapter2_act3_facing_reality_b2ec3892	narrator	Она поняла это с абсолютной, леденящей ясностью. Она не может просто войти в магазин. Не может купить еды. Не может попросить о помощи.	game/game-scripts/chapters/chapter_2.rpy	468	narrator "[what]"
chapter2_act3_facing_reality_32395d80	narrator	Каждый человек, который посмотрит на нее чуть дольше секунды, может стать ее палачом.	game/game-scripts/chapters/chapter_2.rpy	468	narrator "[what]"
chapter2_act3_facing_reality_5f36fa55	narrator	Эта реальность – и была та самая стена, в которую она врезалась. Стена, построенная из ее собственного лица, ее имени, ее поступка.	game/game-scripts/chapters/chapter_2.rpy	468	narrator "[what]"
chapter2_act3_facing_reality_39879356	narrator	Она – изгой. И выхода из этой клетки, кажется, не было.	game/game-scripts/chapters/chapter_2.rpy	468	narrator "[what]"
AI_cg_royalty_free_3bc172b0		Привет, дорогой игрок!	game/game-scripts/disclaimer.rpy	4	"[what]"
AI_cg_royalty_free_add6b816		Спасибо, что решили познакомиться с моей историей. Прежде чем вы окунетесь в этот мир, я хочу быть с вами полностью честным.	game/game-scripts/disclaimer.rpy	4	"[what]"
AI_cg_royalty_free_1debd17f		Я не художник, а в первую очередь рассказчик.	game/game-scripts/disclaimer.rpy	4	"[what]"
AI_cg_royalty_free_30e52b5d		У меня в голове родилась история с персонажами, которых я полюбил, и мне безумно хотелось поделиться ею с кем-то ещё. Визуальная новелла показалась мне идеальным форматом для этого.	game/game-scripts/disclaimer.rpy	4	"[what]"
AI_cg_royalty_free_fdcaa632		Чтобы «оживить» мир и героев, я использовал современные технологии - все фоны, спрайты персонажей и иллюстрации (CG) были созданы с помощью нейросетей (AI). Это стало для меня тем самым мостиком, который позволил визуализировать то, что я придумал.	game/game-scripts/disclaimer.rpy	4	"[what]"
AI_cg_royalty_free_bbfd8d8d		При этом всё остальное - сюжет, диалоги, характеры персонажей и сама идея - это полностью моя авторская работа, в которую я вложил душу.	game/game-scripts/disclaimer.rpy	4	"[what]"
AI_cg_royalty_free_d7b02162		Также хочу отметить, что в игре используется музыка, распространяемая по лицензии Royalty-Free, за что я безмерно благодарен её создателям.	game/game-scripts/disclaimer.rpy	4	"[what]"
AI_cg_royalty_free_4303771b		Эта новелла не является коммерческим проектом и создана исключительно из любви к историям.	game/game-scripts/disclaimer.rpy	4	"[what]"
AI_cg_royalty_free_ebb25b97		Спасибо за ваше понимание! Надеюсь, вам понравится путешествие, которое вас ждёт.	game/game-scripts/disclaimer.rpy	4	"[what]"
krypton_firstmeet_flashback_f01abcb9	narrator	Я иду домой из школы. Небольшая региональная школа, где все друг друга знают, и где мои синие волосы – предмет постоянных насмешек или любопытных взглядов.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	7	narrator "[what]"
krypton_firstmeet_flashback_87f1ba57	"Задира 1"	Эй, Мальвина! Опять головой в чернильницу упала?	game/game-scripts/flashbacks/krypton_flashbacks.rpy	9	"Задира 1" "[what]"
krypton_firstmeet_flashback_f2cbeb47	"Задира 2"	Да ты что, это же не чернила, а краска для волос! Ха-ха-ха!	game/game-scripts/flashbacks/krypton_flashbacks.rpy	10	"Задира 2" "[what]"
krypton_firstmeet_flashback_1b0c5e07	narrator	Я не оборачиваюсь. Просто крепче сжимаю лямку рюкзака. Привыкла.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	12	narrator "[what]"
krypton_firstmeet_flashback_ac8f6490	narrator	Под ногами хлюпает грязь, перемешанная с талым снегом. Небо затянуто низкими серыми тучами. Горы где-то там, вдалеке, но отсюда их почти не видно.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	12	narrator "[what]"
krypton_firstmeet_flashback_5a9e9cbf	narrator	В сумке – учебники физики и научная фантастика, единственное окно в другой мир.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	12	narrator "[what]"
krypton_firstmeet_flashback_7ce77fbb	narrator	Дома меня ждет... тишина.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	12	narrator "[what]"
krypton_firstmeet_flashback_daa94c56	narrator	Я вхожу. Женщина, которая меня вырастила, сидит в кресле спиной к двери и вяжет. Она не оборачивается. Только спицы мерно постукивают.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	12	narrator "[what]"
krypton_firstmeet_flashback_b71a7678	neon	Я дома.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	24	neon "[what]"
krypton_firstmeet_flashback_92c7f92f	oganesson	Ужин на плите. Поешь и за уроки.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	26	oganesson "[what]"
krypton_firstmeet_flashback_bd27e5d6	narrator	Никаких вопросов. Никаких эмоций. Простое, отстраненное присутствие.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	28	narrator "[what]"
krypton_firstmeet_flashback_4b37dcfa	narrator	Иногда мне кажется, что я – просто ее проект. Как будто она пытается создать идеальную дочь, но не знает, как это сделать.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	28	narrator "[what]"
krypton_firstmeet_flashback_5c79f481	narrator	Я не знаю, откуда она пришла, и что было до того, как я появилась в ее жизни.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	28	narrator "[what]"
krypton_firstmeet_flashback_fbfa90f5	narrator	Иногда мне кажется, я слышу ее голос – ровный, безэмоциональный, но слов разобрать не могу, только шум, как от плохо настроенного радио.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	28	narrator "[what]"
krypton_firstmeet_flashback_044c117f	narrator	Иногда по ночам мне снятся кошмары. Давящее, темное. Ощущение падения, крики, которые я не могу издать, и снова – искаженные лица, рябь, шум.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	40	narrator "[what]"
krypton_firstmeet_flashback_4742fad8	narrator	Я просыпаюсь в холодном поту, иду к окну. Ночью, когда тучи рассеиваются, небо здесь невероятно чистое. Звезды. Миллиарды звезд. Они кажутся такими близкими, такими... родными.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	40	narrator "[what]"
krypton_firstmeet_flashback_4f89827e	narrator	Маленькая девочка с темно-синими, почти черными волосами сидит у окна своей комнаты. Рядом с ней кто-то сидит. Кто-то теплый и родной. Лица не разобрать, только ощущение спокойствия и тихого, любящего голоса...	game/game-scripts/flashbacks/krypton_flashbacks.rpy	52	narrator "[what]"
krypton_firstmeet_flashback_aeea2114	unknown_f	Смотри, моя звездочка...	game/game-scripts/flashbacks/krypton_flashbacks.rpy	56	unknown_f "[what]"
krypton_firstmeet_flashback_fe3b87ac	unknown_f	Там, далеко-далеко, есть другие солнца, и вокруг них кружатся другие миры.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	56	unknown_f "[what]"
krypton_firstmeet_flashback_d813ae66	unknown_f	Может быть, там тоже кто-то смотрит на наше Солнце и спрашивает себя: 'Одни ли мы во Вселенной?'	game/game-scripts/flashbacks/krypton_flashbacks.rpy	56	unknown_f "[what]"
krypton_firstmeet_flashback_7f4d7951	unknown_f	Их ответ – это тишина. Но тишина не значит пустота. Это лишь ожидание...	game/game-scripts/flashbacks/krypton_flashbacks.rpy	56	unknown_f "[what]"
krypton_firstmeet_flashback_730cd56f	unknown_f	Ожидание первой ноты в великой симфонии. Возможно, первой нотой станешь ты.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	56	unknown_f "[what]"
krypton_firstmeet_flashback_d364a9b7	unknown_f	И когда они ответят, вы станете друзьями.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	56	unknown_f "[what]"
krypton_firstmeet_flashback_118e09fb	narrator	'Станем друзьями'... Эти слова... Откуда они? В памяти всплывает другой образ. Коридоры университета. Чужой город. Одиночество. И... музыка.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	73	narrator "[what]"
krypton_firstmeet_flashback_3c99586d	narrator	Тихая мелодия, которую кто-то напевал себе под нос в пустом репетиционном зале. Знакомая... до боли. Я тихо заглянула внутрь.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	79	narrator "[what]"
krypton_firstmeet_flashback_955537c5	narrator	Там была девушка. С волосами цвета снега и ночи. Она играла, вся уйдя в себя, но вдруг сбилась и расстроенно вздохнула.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	85	narrator "[what]"
krypton_firstmeet_flashback_5e138436	"???"	Ой, опять сбилась. Почему я не могу сыграть эту партию? Она же такая простая...	game/game-scripts/flashbacks/krypton_flashbacks.rpy	89	"???" "[what]"
krypton_firstmeet_flashback_e7f88b7a	neon	Ты слишком торопишься в паузах. Словно боишься их.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	91	neon "[what]"
krypton_firstmeet_flashback_3b3a24e6	"???"	Ой! Я... я не знала, что здесь кто-то есть. Простите, я, наверное, ужасно играю.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	95	"???" "[what]"
krypton_firstmeet_flashback_275c7a25	neon	Техника у тебя почти идеальная. Но ты торопишься в паузах. Особенно здесь, перед кульминацией.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	97	neon "[what]"
krypton_firstmeet_flashback_987ed273	neon	Ты играешь ее как короткую передышку, чтобы набрать воздуха. А это не передышка. Это часть музыки	game/game-scripts/flashbacks/krypton_flashbacks.rpy	97	neon "[what]"
krypton_firstmeet_flashback_16e17960	narrator	Она смотрит на Неон с неподдельным интересом. Никто никогда не говорил с ней о музыке так.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	103	narrator "[what]"
krypton_firstmeet_flashback_1385b53e	"???"	Фермата?... Но... это же просто знак, чтобы подержать ноту дольше. Молчание. Мой преподаватель всегда говорил, что главное – это чистота звука, а не тишина.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	105	"???" "[what]"
krypton_firstmeet_flashback_f0e12b0b	neon	Звук не может существовать без тишины. Как и звезды не могут сиять без пустоты космоса.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	110	neon "[what]"
krypton_firstmeet_flashback_9a7e4ac7	neon	Тишина – это то, что придает звуку форму и вес. Твоя музыка потому и 'не звучит', что в ней нет веса тишины	game/game-scripts/flashbacks/krypton_flashbacks.rpy	110	neon "[what]"
krypton_firstmeet_flashback_f2bc5541	"???"	Никто... никто никогда мне такого не говорил. Все слышат только ноты.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	116	"???" "[what]"
krypton_firstmeet_flashback_1bc18f75	"???"	А вы... вы слышите то, что между ними. А я- {nw}"	game/game-scripts/flashbacks/krypton_flashbacks.rpy	116	"???" "[what]"
krypton_firstmeet_flashback_0694b63c	neon	Я — Неон	game/game-scripts/flashbacks/krypton_flashbacks.rpy	123	neon "[what]"
krypton_firstmeet_flashback_eafbf967	"???"	Неон... красивое имя. Как свет. А я- {nw}	game/game-scripts/flashbacks/krypton_flashbacks.rpy	125	"???" "[what]"
krypton_firstmeet_flashback_c995273a	narrator	Ее имя... Память как подернутый рябью пруд. Не могу вспомнить. Просто пятно.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	127	narrator "[what]"
krypton_firstmeet_flashback_a8b6db0f	narrator	Но я помню, как серость моего мира начала обретать краски. Мы проводили вместе все время. Она рассказывала мне о гармонии и диссонансе, а я ей — о гравитации и пустоте космоса.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	127	narrator "[what]"
krypton_firstmeet_flashback_246a0a29	narrator	Кажется, мы говорили об одном и том же, но на разных языках.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	127	narrator "[what]"
krypton_firstmeet_flashback_9f20fda8	narrator	Я помню один вечер.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	137	narrator "[what]"
krypton_firstmeet_flashback_7ff6f67b	narrator	Последние лучи заходящего солнца окрашивают небо в теплые тона. Зажигались первые фонари.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	137	narrator "[what]"
krypton_firstmeet_flashback_7c2825b2	narrator	Мы вышли из университета, и она была в восторге.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	137	narrator "[what]"
krypton_firstmeet_flashback_4f407e8f	narrator	Она наконец-то смогла сыграть сложную композицию, которую долго пыталась освоить.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	137	narrator "[what]"
krypton_firstmeet_flashback_1f3d4e9e	narrator	Ее лицо светилось от счастья, и я чувствовала, как ее радость наполняет и меня.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	137	narrator "[what]"
krypton_firstmeet_flashback_e4d9062b	narrator	Она была так счастлива, что не могла сдержать эмоций.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	137	narrator "[what]"
krypton_firstmeet_flashback_fea63bea	"???"	Я... я смогла! Ты слышала? Впервые сыграла до конца, без единой ошибки!	game/game-scripts/flashbacks/krypton_flashbacks.rpy	151	"???" "[what]"
krypton_firstmeet_flashback_2be65f6e	neon	Я знала, что у тебя получится.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	153	neon "[what]"
krypton_firstmeet_flashback_587e4283	narrator	В порыве радости она хватает Неон за руку. Для Неон, не привыкшей к контакту, это было неожиданно, но вовсе не неприятно	game/game-scripts/flashbacks/krypton_flashbacks.rpy	155	narrator "[what]"
krypton_firstmeet_flashback_b049a29e	"???"	Нет, это все благодаря тебе!	game/game-scripts/flashbacks/krypton_flashbacks.rpy	157	"???" "[what]"
krypton_firstmeet_flashback_cb5c0260	"???"	Ты... ты научила меня не бояться тишины! Я не знаю, как это объяснить, но когда ты рядом, я чувствую... опору. Будто у моей музыки появляется якорь.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	157	"???" "[what]"
krypton_firstmeet_flashback_1190aa4a	narrator	Я посмотрела на наши сцепленные руки. На ее лицо, сияющее от счастья. И впервые за много лет... я улыбнулась. Не криво, не сдержанно, а по-настоящему.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	163	narrator "[what]"
krypton_firstmeet_flashback_bfa966de	neon	Это называется гравитация. Она придает вес всему.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	167	neon "[what]"
krypton_firstmeet_flashback_1b02086f	"???"	Гравитация? Ты хочешь сказать, я к тебе притягиваюсь	game/game-scripts/flashbacks/krypton_flashbacks.rpy	170	"???" "[what]"
krypton_firstmeet_flashback_454d11ef	narrator	И она рассмеялась. Звук чистого, незамутненного счастья. И я рассмеялась в ответ.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	172	narrator "[what]"
krypton_firstmeet_flashback_8b27d3c0	neon	Все тела во вселенной притягиваются друг к другу	game/game-scripts/flashbacks/krypton_flashbacks.rpy	174	neon "[what]"
krypton_firstmeet_flashback_66a28c53	narrator	Именно в этот момент. Держась за руки под первыми звездами, разделяя одну на двоих радость...	game/game-scripts/flashbacks/krypton_flashbacks.rpy	176	narrator "[what]"
krypton_firstmeet_flashback_221fd8a5	narrator	Воздух между нами начинает... вибрировать. А от наших сцепленных рук я едва увидела тусклое свечение.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	176	narrator "[what]"
krypton_firstmeet_flashback_39bf8199	narrator	Мир вокруг нас на мгновение замирает. Звук ветра, шелест листьев – все стихает.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	176	narrator "[what]"
krypton_firstmeet_flashback_c2fdbdd7	narrator	Это не был звук, и это не была тишина. Это было что-то третье. Ощущение идеальной гармонии.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	187	narrator "[what]"
krypton_firstmeet_flashback_4eb0a7c6	narrator	Ток, прошедший от ее ладони к моей. На одну идеальную секунду весь мир вокруг замер, настроившись на нашу частоту.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	187	narrator "[what]"
krypton_firstmeet_flashback_375c38e9	narrator	Чувство абсолютного восторга. Идеального единения.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	187	narrator "[what]"
krypton_firstmeet_flashback_b50202bf	narrator	И этого... оказалось слишком много.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	187	narrator "[what]"
krypton_firstmeet_flashback_63bd3897	narrator	Вспышка. Оглушающий звук и абсолютная, всепоглощающая пустота.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	206	narrator "[what]"
krypton_firstmeet_flashback_ed17a602	narrator	А потом... я оказалась дома. С опекуншей. А девушка... исчезла. Словно ее и не было. Словно я ее выдумала.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	208	narrator "[what]"
krypton_firstmeet_flashback_28eb28b6	neon	Это был сон. Просто сон от удара.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	215	neon "[what]"
krypton_firstmeet_flashback_daaf6f82	neon	Нужно думать о реальности. О том, кто важен сейчас.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	215	neon "[what]"
krypton_firstmeet_flashback_f0a219ba	neon	Алекс... Точно... Алекс... Я оставила ее там. Зачем я сбежала?	game/game-scripts/flashbacks/krypton_flashbacks.rpy	215	neon "[what]"
krypton_firstmeet_flashback_86fda39c	neon	Она бы не сбежала. Она... {i}моя подруга.{/i}	game/game-scripts/flashbacks/krypton_flashbacks.rpy	215	neon "[what]"
krypton_firstmeet_flashback_0a73dc0c	neon	Я должна... вернуться... помочь...	game/game-scripts/flashbacks/krypton_flashbacks.rpy	215	neon "[what]"
krypton_firstmeet_flashback_c2692dc8	narrator	Вдруг сознание словно вытягивается назад, будто вакуум вытесняет воздух из легких.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	227	narrator "[what]"
krypton_firstmeet_flashback_1f84f235	narrator	Холод. Боль в ребрах.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	227	narrator "[what]"
krypton_firstmeet_flashback_5a3b2a67	narrator	Я открываю глаза.	game/game-scripts/flashbacks/krypton_flashbacks.rpy	227	narrator "[what]"
oganesson_school_flashback_e7655966	narrator	Мне тринадцать. Я сижу за своей партой. Урок еще не начался.	game/game-scripts/flashbacks/oganesson_flashbacks1.rpy	13	narrator "[what]"
oganesson_school_flashback_23efd481	narrator	Вокруг меня — пустота. Соседняя парта демонстративно отодвинута на пару сантиметров дальше, чем нужно.	game/game-scripts/flashbacks/oganesson_flashbacks1.rpy	13	narrator "[what]"
oganesson_school_flashback_27f7473a	narrator	Они просто делают вид, что меня не существует.	game/game-scripts/flashbacks/oganesson_flashbacks1.rpy	13	narrator "[what]"
oganesson_school_flashback_2b86dc48	narrator	Если я что-то говорю, меня не слышат. Если я иду по коридору, передо мной расходятся, будто я прокаженная.	game/game-scripts/flashbacks/oganesson_flashbacks1.rpy	13	narrator "[what]"
oganesson_school_flashback_abd3fd66	narrator	Я слышу обрывки фраз за спиной: '...опять в этом своем...', '...говорят, ее удочерили, странная семейка...'.	game/game-scripts/flashbacks/oganesson_flashbacks1.rpy	13	narrator "[what]"
oganesson_school_flashback_fcbdf93d	narrator	Иногда это молчание становилось слишком громким. Тогда меня и моего опекуна вызывали 'на беседу'.	game/game-scripts/flashbacks/oganesson_flashbacks1.rpy	28	narrator "[what]"
oganesson_school_flashback_d50c689e	headteacher	Я понимаю, мода, самовыражение... но девочка очень выделяется. Это создает... напряжение в коллективе. Провоцирует других детей на, скажем так, нездоровый интерес.	game/game-scripts/flashbacks/oganesson_flashbacks1.rpy	32	headteacher "[what]"
oganesson_school_flashback_a03c070b	narrator	Я сижу на стуле, глядя в пол. Рядом — она. Моя опекунша. Я чувствую ее холодное, отстраненное присутствие, но не смею поднять на нее взгляд.	game/game-scripts/flashbacks/oganesson_flashbacks1.rpy	34	narrator "[what]"
oganesson_school_flashback_65dc994e	headteacher	Вы не могли бы... точнее, ну, Наша школа рекомендует привести ее волосы в более... традиционный вид? Ради ее же блага.	game/game-scripts/flashbacks/oganesson_flashbacks1.rpy	36	headteacher "[what]"
oganesson_school_flashback_ccdd389d	narrator	Пауза. Я жду, что она скажет 'отстаньте от моего ребенка'. Или хотя бы 'это не ваше дело'. Но вместо этого...	game/game-scripts/flashbacks/oganesson_flashbacks1.rpy	38	narrator "[what]"
